replicate,T_K,T_C,ErrEqAb,overlap,jaccard,shannon_mi,shannon_lv,bray_curtis,stab_glv,stab_mi,abs_stab_err,react_glv,react_mi,abs_react_err,tau_C,tau_R,epsilon,t_eq,log10_eps_t_eq,hessian_norm,non_normality
1,298.15,25.0,-5.208825992856836,1,0.3333333333333333,0.34201479067819324,1.893382869383428e-06,0.9988211503127035,(-1.772623634133527e-07+0j),(0.22997962747544498+0j),0.2299798047378084,0.011086327837270047,29.38519432433273,29.37410799649546,0.21214326781599668,0.2057563539201236,1.031041150244879,300.0,-2.463845255810888,2.1450777849410798e-06,10275.954224482068
1,299.15,26.0,-8.237562269225618,3,0.6,1.0859750983018273,0.6551541888738893,0.9999891247294823,(2.5465694060283588e-09+0j),(0.045769913349914634+0j),0.04576991080334523,0.0038767225774135735,14.524799627679336,14.520922905101923,0.19514053246063762,0.19063889836681883,1.023613408031539,300.0,-2.4669852887628445,2.1582752520521054e-06,3149.3913068173056
1,300.15,27.0,-6.65136745770521,2,0.6666666666666666,0.3533757830446862,0.003383691520773719,0.9998407351562283,(-6.54141917161684e-11+0j),(0.051973710148849314+0j),0.05197371021426351,0.0029657519801092446,36.02652953818281,36.0235637862027,0.14617528968522414,0.13930877941517983,1.0492898602576952,300.0,-2.4562257786124944,1.7536537199398137e-06,16259.042089107572
1,301.15,28.0,-14.34321905828324,3,0.75,0.6154279149272922,0.4514992156575415,0.9999980130401889,(-6.91702625177755e-05+0j),(1.3165738724159326+0j),1.3166430426784503,-6.207746853037362e-05,21.01644705279226,21.01650913026079,0.12658594004919074,0.11978608546705537,1.0567666482765692,300.0,-2.453142156299804,3.4203303343503377e-06,7056.101903066643
1,302.15,29.0,-11.022932361466431,3,0.5,1.1540672662411455,0.01248540269555233,0.9999141018133628,(1.331981763284635e-06+0j),(0.5646784262509146+0j),0.5646770942691512,0.0016480212678844602,9.385984619011666,9.384336597743781,0.12160466900706401,0.20510755475656936,0.5928824472184351,300.0,-2.704152661836359,1.5688855631846844e-05,1292.2210942055565
1,303.15,30.0,-13.948875441914472,1,0.5,0.6857766547514743,0.0006590131821167356,0.9999992309339406,(-0.002407902581231901+0j),(-0.08572570409137872+0j),0.08331780151014682,-0.002241579120073867,3.875481657626084,3.877723236746158,0.03967440541465038,0.6656882560697974,0.05959907667424813,300.0,-3.7018817231402514,9.152762663340528e-06,1272.0590911813563
2,273.15,0.0,-3.8761770434401344,13,0.6842105263157895,0.26449103486535275,0.6897525892961732,0.9980716207562854,(4.2140388076189605e-05+0j),(0.0191782635068617+0j),0.01913612311878551,0.0072508201780952354,3.388274752263397,3.3810239320853017,3.161154821667574,0.9702292416253917,3.258152492262344,300.0,-1.9641498478600525,4.870822006669909e-07,203.22736628963813
2,274.15,1.0,-5.178539234870976,13,0.8125,1.2205351447870532,1.044907368204253,0.9992140822230605,(8.054728139877387e-09+0j),(0.022763666531229108+0j),0.022763658476500966,0.001122087256926334,4.2508008574996765,4.24967877024275,2.152068349943513,0.5401315445623673,3.984341169496388,300.0,-1.8767647357898238,3.187087241845259e-07,315.35868613696306
2,275.15,2.0,-4.189914565071327,12,0.75,0.8880604919546835,1.1820932960979564,0.9995501314508939,(9.707838105855694e-09+0j),(0.0044608390306628+0j),0.004460829322824694,0.0011188767801638044,3.473199447382658,3.472080570602494,2.5060108978983275,0.5894696349478605,4.251297690881038,300.0,-1.8485997378540855,2.834375473424082e-07,187.89501856039917
2,276.15,3.0,-6.408575317739672,8,0.5714285714285714,0.8462790220401123,0.824691114419733,0.9998187981197354,(8.115948289336209e-09+0j),(0.024820241792638562+0j),0.024820233676690274,0.011193330166769423,5.74111237241198,5.729919042245211,1.9012879465706807,0.8928453007805142,2.1294707435975737,300.0,-2.1488495769600076,5.936352026374262e-07,544.9649289295996
2,277.15,4.0,-5.067337940754241,10,0.7142857142857143,1.250623663198157,1.3669202603781758,0.9985664032091013,(5.678668108065792e-09+0j),(0.09740574819645505+0j),0.09740574251778694,0.003615833931172759,2.5943488411292686,2.5907330071980956,1.8376976365456452,0.5919539836806216,3.1044602911856454,300.0,-1.9851351455156756,2.62236429109681e-07,131.28317765914665
2,278.15,5.0,-3.6676919198312934,12,0.75,0.012723549316228282,0.5570145242792474,0.9998917590182006,(2.4507896875002886e-07+0j),(0.02203391178374053+0j),0.02203366670477178,0.006603447817141524,3.3916401194830756,3.385036671665934,2.478473075608998,0.9795106955470592,2.53031752167317,300.0,-2.073946231860844,4.4214590772809745e-07,170.47964970043392
2,279.15,6.0,-5.2555627375796785,17,0.8095238095238095,1.4741908321548045,1.5078778587835777,0.997141484725391,(0.001960985255912551+0j),(0.10795292161039012+0j),0.10599193635447757,0.013469527567879745,0.6845112990600588,0.671041771492179,1.9340039334962356,0.7659003484582514,2.5251378164135363,300.0,-2.074836168789907,1.8361617335284874e-07,19.339772726721034
2,280.15,7.0,-8.036137663070454,5,0.5555555555555556,0.8182262383173577,1.1814576604280367,0.9996257757309055,(1.5645864634221887e-09+0j),(-0.0006596991202599823+0j),0.0006597006848464458,0.0072454061697908075,4.086602101755957,4.079356695586166,1.5583113030728164,0.563600858481693,2.7649200309431996,300.0,-2.035438679882682,6.868442648504885e-07,294.7718795359865
2,281.15,8.0,-6.2447869593409076,10,0.5555555555555556,1.1790520451429927,1.4501464838419478,0.9995416621131937,(0.0005473872400017134+0j),(0.018826197547293207+0j),0.018278810307291494,0.01246738572928939,2.5491090931719924,2.536641707442703,1.9199155288264969,0.7093322326639926,2.7066520318920175,300.0,-2.0446888284071605,3.6161890320438484e-07,136.65109819231594
2,282.15,9.0,-7.251339328986941,9,0.6428571428571429,1.4872049769537734,1.3070213638779762,0.998633974511577,(5.077844273682922e-07+0j),(0.062446603718440845+0j),0.06244609593401348,0.004643053642240256,2.542445313803217,2.537802260160977,2.337215334282827,0.6205292356811761,3.766487056354703,300.0,-1.9011847754144564,2.625179471596337e-07,139.9446855672603
2,283.15,10.0,-5.644421390694145,12,0.75,0.6332528355198265,1.009521842926615,0.9991137392620636,(5.2068739626713266e-05+0j),(0.06818030300464617+0j),0.06812823426501946,0.004465796703886987,4.900117843402266,4.8956520466983795,1.8345875498363509,0.786709224936511,2.3319766588276702,300.0,-2.109397055542238,3.462452297430292e-07,336.9260383022677
2,284.15,11.0,-7.162274997775375,7,0.6363636363636364,1.0559068454894558,1.5832805709822897,0.9995807014341355,(8.474832910158962e-06+3.6770946595635776e-07j),(0.004520825271094671+0j),0.004512350453166754,0.01571435049491514,3.402845934076648,3.387131583581733,0.7466666932038823,0.5326896489953306,1.4016917629469978,300.0,-2.3304687335062315,4.183714541395098e-07,224.9230127071306
2,285.15,12.0,-6.898632728040843,7,0.5833333333333334,0.7010948652934441,1.1880734498896763,0.9997133834918862,(-3.052708826987628e-11+0j),(-0.0060404782762000005+0j),0.006040478245672912,0.004787861085826957,7.23096431354595,7.226176452460123,0.8592910570424753,0.5111479325677706,1.681100523532972,300.0,-2.2515275713156537,5.411454635480885e-07,869.3996711801868
2,286.15,13.0,-6.711485722268702,7,0.875,0.4897378730372915,1.0175943377379144,0.9994761444089447,(9.188879389547849e-06+0j),(0.07218888143271526+0j),0.07217969255332571,0.0064885584349348895,14.809185376334124,14.80269681789919,0.300965179616288,0.3967144349081076,0.7586443878352993,300.0,-2.5970830052957212,1.7591117429179997e-06,3228.1893416423463
2,287.15,14.0,-7.537480922799588,7,0.6363636363636364,1.3665647089837292,1.4482953040010749,0.9996754859615271,(1.864294221057548e-05+0j),(0.05357821313658806+0j),0.05355957019437749,0.015977485347119888,3.988820423948776,3.9728429386016564,1.1704570771329978,0.5748143948779054,2.0362348047696526,300.0,-2.1682933982769157,3.8469665555991285e-07,422.88464449089065
2,288.15,15.0,-6.640016456802922,9,0.9,0.4810622194112284,0.7172635809257282,0.9996764808845382,(-4.904087103715144e-12+0j),(0.07748461728492011+0j),0.0774846172898242,0.007706564271637953,11.109174786745157,11.10146822247352,0.5147784428031018,0.4699288012284144,1.0954392270859936,300.0,-2.437532965998032,5.352678366793235e-07,1509.1562523308726
2,289.15,16.0,-8.276663910023354,6,0.75,0.8253733277499531,0.4672735831148167,0.9995611597350786,(4.919666553504528e-10+0j),(0.05085948228360642+0j),0.050859481791639766,0.02712280926370919,7.752100268134121,7.724977458870412,0.3847073965217781,0.47057016617302333,0.8175346083889338,300.0,-2.564615108171189,5.725173726565764e-07,1022.2097159121344
2,290.15,17.0,-8.768726853896226,10,0.8333333333333334,1.6636044973003568,0.8161422875755817,0.9990948855405307,(9.057986545094682e-05+0j),(0.025148204830783463+0j),0.025057624965332516,0.0066678395460579775,3.2025778130792135,3.1959099735331558,0.8154092731913343,0.32286397413974466,2.5255505057941274,300.0,-2.074765196791757,3.6252238331086274e-07,282.61002708136385
2,291.15,18.0,-9.235194304127626,4,0.8,1.222310303149097,0.7268750448251138,0.9998093356948483,(-0.000137894341823657+0j),(0.17522388832044655+0j),0.1753617826622702,9.511774007835009e-06,7.694232891063595,7.694223379289587,0.3576747995178529,0.31560075705796103,1.1333141366709867,300.0,-2.4227709486398368,5.183547545677353e-07,1045.8612498672642
2,292.15,19.0,-17.564962795194106,1,0.5,0.6930730182533849,0.3432763248464575,0.9999999741012391,(-2.3213809322493178e-11+0j),(0.0715007438088604+0j),0.0715007438320742,0.0008189170506465671,7.541976691973403,7.541157774922756,0.4200458741605473,0.4114513306648374,1.020888359947269,300.0,-2.468143002652148,9.50711511262288e-07,908.5838156347322
2,293.15,20.0,-9.029418670825956,6,1.0,0.9438672330995377,0.8978964814788452,0.999906537497228,(-3.7135479638972847e-07+0j),(0.05020526862438013+0j),0.05020563997917652,0.0015162208197623175,8.874648987230515,8.873132766410752,0.2581497063705017,0.24468954715779606,1.0550091304228268,300.0,-2.453865036531361,7.591892582380593e-07,1660.0840347762517
2,294.15,21.0,-6.9319349707771725,5,0.8333333333333334,1.1974541794311662,1.3596187785718101,0.999606268135725,(-9.278248920808872e-07+0j),(-0.03961825624213884+0j),0.03961732841724676,0.00037920117059279235,4.547976959247953,4.5475977580773606,0.28098050919745526,0.2768734299347497,1.0148337789714001,300.0,-2.4707263403395268,1.73526980394857e-06,426.04180874946553
2,295.15,22.0,-9.034793262466062,6,0.6666666666666666,1.5939656864037273,0.40987598417631566,0.999606869583205,(8.868806783134521e-05+0j),(0.8060355665423513+0j),0.80594687847452,0.012390086703479174,12.54248841957919,12.53009833287571,0.15804074524869707,0.14754608963876698,1.0711279820131043,300.0,-2.447279889806214,1.042404231879077e-06,4115.620259220443
2,296.15,23.0,-7.138782976724147,3,0.75,0.7753955974482378,0.183686381900084,0.9976351270649941,(0.0008946504215786697+0j),(-0.058091855462252456+0j),0.05898650588383113,0.002799510376722014,28.170071607742848,28.167272097366126,0.16227436012057744,0.15764330269536378,1.0293768104704257,300.0,-2.464546874366975,7.965026879388102e-07,12068.524867024547
2,297.15,24.0,,0,0.0,-2.1214136951909913e-12,-0.9553044168980417,0.999999999999172,(-0.0032258519080158553+0j),(-0.02131370235132882+0j),0.018087850443312965,-0.0032258519080158553,14.068982225894327,14.072208077802344,0.3419731820123191,0.43136469099331176,0.7927704542178704,300.0,-2.5779737986728795,5.553164211504511e-06,2346.1426812420004
2,298.15,25.0,-6.619571438140483,3,0.75,0.7836952043823004,0.4245919684856486,0.998416126962398,(-0.002438624365756906+0j),(0.24235861677871218+0j),0.24479724114446907,0.003840679865119746,16.599128639654648,16.595287959789527,0.2019433700682142,0.19302548905451433,1.0462005357809572,300.0,-2.4575063166169917,1.5238539513186206e-06,3678.882860425318
2,299.15,26.0,-1.522685006504778,1,0.3333333333333333,0.6126691972063772,0.019866586274857812,0.9999990866522384,(-2.73090679618615e-08+0j),(-0.031858690304217126+0j),0.03185866299514917,0.0004333329595731232,8.846435503682043,8.84600217072247,0.18664783216528813,0.19150132729979824,0.974655553551794,300.0,-2.48827009299206,4.978038544485626e-06,1164.037301657084
2,300.15,27.0,-8.144066027137288,3,0.6,0.5528400934176092,0.42691125703017774,0.9999342109668832,(-7.523717366789079e-06+0j),(0.06885847862515515+0j),0.06886600234252194,0.0001632179976318471,8.933469918500156,8.933306700502525,0.23447869953273193,0.46589204439142995,0.5032897692833949,300.0,-2.775303152434835,1.3518396358999648e-05,1913.7438917040784
2,301.15,28.0,,0,0.0,0.6556307116957616,0.5655485929508641,0.9999999969906477,(-3.701280014792179e-09+0j),(0.38878501517899966+0j),0.38878501888027966,7.461028087905965e-05,29.125036923024105,29.124962312743225,0.1156241647680042,0.23579880532474642,0.4903509354458539,300.0,-2.7866142465762502,2.8346324597406753e-06,10150.724908300366
2,302.15,29.0,-8.219738353104523,2,0.6666666666666666,0.683313755198962,0.11124643160917384,0.9999981963876796,(-3.5153688073493385e-07+0j),(0.1413835499974483+0j),0.14138390153432903,0.005046062007770819,8.628746785062841,8.62370072305507,0.12031051800048678,0.4429449886562687,0.2716150336534214,300.0,-3.043167450628016,3.44888824143815e-05,1609.4766870592227
2,303.15,30.0,-8.454792113406326,3,0.6,0.5599092218419035,0.1012903811979915,0.9981015718213474,(2.2328695712659178e-05+0j),(-0.09560216284916313+0j),0.09562449154487579,0.0021115604276379985,72.39356081933212,72.39144925890449,0.0743644692298259,0.0697519288746953,1.0661277821207888,300.0,-2.449311993983992,1.3846090387705696e-06,60442.55734040628
3,273.15,0.0,-4.392608398913701,21,0.8076923076923077,1.7004594948209273,1.456808600292858,0.9928348774246034,(2.312871558518862e-05+0j),(0.04812351785968733+0j),0.04810038914410215,0.0020673835867789,1.777375124735161,1.7753077411483822,3.231830709307817,0.5829964790718744,5.543482379949987,300.0,-1.7333385832649726,3.3365183717273476e-07,76.44993165362261
3,274.15,1.0,-2.953312016995336,17,0.7727272727272727,0.03400523727732784,1.4087259745257934,0.9994638191636406,(3.0174835575006533e-07+0j),(0.0037850594177280578+0j),0.0037847576693723077,0.003062462120742975,6.821892607921918,6.818830145801175,2.159945144873892,0.8996766517935664,2.4008015997390784,300.0,-2.0967649829169854,4.907354316881951e-07,803.5978150659596
3,275.15,2.0,-5.632805601894957,13,0.65,0.6976799359008852,1.607056162246056,0.999518273512815,(2.180469857806006e-06+0j),(0.03493765381209557+0j),0.03493547334223777,0.003926646114971357,5.742401817180178,5.738475171065207,2.533509662431938,0.5524890199831747,4.585628982290169,300.0,-1.8157223411470131,3.7558509373978823e-07,624.721617319364
3,276.15,3.0,-6.614704908363573,7,0.7777777777777778,1.0323026338969057,0.5156824571001101,0.9994316233685138,(1.2207372585457914e-11+0j),(0.006915296620607591+0j),0.006915296608400219,0.0003929780889226489,4.7093784020112786,4.708985423922356,1.8938444074545553,0.5149415052983856,3.677785511496412,300.0,-1.911534857139457,3.573019569660984e-07,337.04260830481974
3,277.15,4.0,-5.75696363588321,13,0.7647058823529411,0.6722969363742437,0.9872874335031542,0.99954641337563,(0.00010375854685163401+0j),(0.0887764270963767+0j),0.08867266854952507,0.013705872269288561,2.560051545223671,2.5463456729543825,1.8237332660770136,0.8389121403954168,2.1739264200151003,300.0,-2.1398764141056352,3.0483923299921103e-07,124.94382382720885
3,278.15,5.0,-4.970669313779418,23,0.8214285714285714,0.9392116642326663,1.2635340608541283,0.9977080943942194,(0.0009382570250533783+0j),(0.08061298490738664+0j),0.07967472788233326,0.011421797143849877,1.7156066759592519,1.704184878815402,2.4974506925440925,0.7484503761873612,3.336828695666124,300.0,-1.9537873430713306,2.603900227779817e-07,57.95012248905799
3,279.15,6.0,-6.498168827459575,10,0.45454545454545453,1.5981704557782441,1.5035036490103915,0.998855200216776,(8.610844713896273e-05+0j),(0.029482435712546832+0j),0.02939632726540787,0.004847119419937311,2.711908564878062,2.7070614454581245,1.927625144368436,0.3916491549916767,4.9218161709282935,300.0,-1.7849958658816003,2.380367869682751e-07,154.67112832940202
3,280.15,7.0,-7.041329088807342,6,0.5,0.7669861767181669,0.5114023904391872,0.9997336171290049,(3.336572611812202e-10+0j),(-0.0013934342800222947+0j),0.0013934346136795558,0.003216233777045886,4.0572231920906585,4.054006958313613,1.5441590629046118,0.7616842049013347,2.0272956337654864,300.0,-2.1702041696916448,3.636878965921596e-07,278.10799358301404
3,281.15,8.0,-7.398316147373823,8,0.5714285714285714,0.7960412694537579,1.2997477207176171,0.9994386274059395,(4.6722088503945425e-06+1.920075507593093e-05j),(0.026092565647113708+0j),0.02608790050416433,0.004206146859348227,9.952320677845446,9.948114530986098,0.5377556045979988,0.517421484597091,1.0392989479683892,300.0,-2.4603807670482922,3.762922486767438e-07,1418.007411608998
3,282.15,9.0,-7.612571027435499,9,0.5625,1.3522371154347137,1.202718574375946,0.9993364557506876,(0.0006575376472171067+0j),(0.04046375400705627+0j),0.039806216359839164,0.006186248552225849,1.2581646387815781,1.2519783902293522,2.2870456759111497,0.6250872830244637,3.6587621249393467,300.0,-1.9137870800470587,2.49209055981501e-07,47.19611111088781
3,283.15,10.0,-5.331797610594051,14,0.6363636363636364,0.7041038599149932,1.462567625212915,0.9990308074173371,(1.513068415726014e-06+0j),(0.11039673139741568+0j),0.11039521832899996,0.0101834043839173,3.528289402747898,3.5181059983639806,1.913143751513557,0.7626879320522952,2.508422738990419,300.0,-2.077720525695085,3.487634251763063e-07,189.96998023639074
3,284.15,11.0,-9.594955105059551,4,0.4,0.26610805292786277,0.31495240158714044,0.9999382356149723,(1.2889254311780117e-12+0j),(-0.003979053394557442+0j),0.003979053395846368,0.006848004558304464,10.393667316059679,10.386819311501375,0.4498856646910612,0.5029705583078766,0.8944572545251819,300.0,-2.525561663944181,5.890896563195696e-07,1612.7911782488763
3,285.15,12.0,-7.6655472972822745,7,0.7,1.1716965440958544,1.1013234674953234,0.9997727640439121,(5.467252550883291e-06+0j),(-0.003434782192554261+0j),0.0034402494451051444,0.011489245874266769,4.867886301148063,4.8563970552737965,0.6422236665057939,0.36834145674524954,1.7435552114622965,300.0,-2.2356855504101536,3.443737418248346e-07,406.2498018697951
3,286.15,13.0,-7.294441945359377,6,0.6666666666666666,0.7507028842566313,1.0834537572573495,0.9998263344493166,(3.1884084009720676e-07+0j),(0.1745326924815729+0j),0.17453237364073282,0.009036389965829308,4.689617503805241,4.680581113839412,0.7667067376913219,0.7419094716757777,1.0334235738486175,300.0,-2.462842890527632,4.5970441300472177e-07,458.4415693152763
3,287.15,14.0,-6.929540739489923,7,0.7777777777777778,1.1422704648103852,0.8906798874738131,0.9996987077069566,(4.835707808289379e-08+0j),(0.031973203834570155+0j),0.03197315547749207,0.004940390182593033,2.3268469493111836,2.321906559128591,1.1391273610334858,0.8602786328137151,1.3241376893294903,300.0,-2.355188107526178,5.176934122246148e-07,106.58307388017913
