replicate,T_K,T_C,t_eq,ErrTraj,t_eq_mi
39,291.15,18,1000,0.077343323,1000
39,293.15,20,1000,0.478982179,829.1457286
39,295.15,22,1000,0.452567294,1000
39,297.15,24,1000,0.910578488,969.8492462
39,299.15,26,1000,0.226482363,1000
39,301.15,28,1000,0.11148662,246.2311558
39,303.15,30,643.2160804,-1.616462516,462.3115578
39,305.15,32,1000,-0.031841841,1000
39,307.15,34,1000,0.273515215,1000
39,309.15,36,1000,0.142165359,1000
39,311.15,38,934.6733668,-0.433728063,603.0150754
39,313.15,40,261.3065327,0.039629737,256.281407
40,283.15,10,1000,0.3943812,1000
40,285.15,12,1000,0.173633366,1000
40,287.15,14,1000,0.162759841,844.2211055
40,289.15,16,1000,0.301601945,1000
40,291.15,18,1000,0.095213297,1000
40,293.15,20,698.4924623,0.471164213,628.1407035
40,295.15,22,1000,0.44838396,1000
40,297.15,24,1000,0.160745355,1000
40,299.15,26,979.8994975,0.053490028,467.3366834
40,301.15,28,608.040201,0.304434704,266.3316583
40,303.15,30,1000,2.016779322,1000
40,305.15,32,1000,0.022871583,1000
40,307.15,34,1000,0.370043932,1000
40,309.15,36,432.160804,0.132383747,155.7788945
40,311.15,38,869.3467337,0.158780199,472.361809
40,313.15,40,1000,0.025016124,241.2060302
41,283.15,10,1000,0.271777053,1000
41,285.15,12,1000,0.645197059,909.5477387
41,287.15,14,1000,0.23798339,1000
41,289.15,16,1000,0.287897755,1000
41,291.15,18,1000,0.164683041,1000
41,293.15,20,291.4572864,0.682417083,226.1306533
41,295.15,22,1000,-0.229748326,1000
41,297.15,24,1000,0.043034028,1000
41,299.15,26,437.1859296,0.280727909,301.5075377
41,301.15,28,391.959799,0.178776706,286.4321608
41,303.15,30,226.1306533,2.023894798,105.5276382
41,305.15,32,1000,0.005036595,1000
41,307.15,34,351.758794,0.069602746,316.5829146
41,309.15,36,402.0100503,0.742815409,281.4070352
41,311.15,38,597.9899497,0.024366463,477.3869347
41,313.15,40,201.0050251,0.010199423,201.0050251
42,283.15,10,1000,0.58243972,1000
42,285.15,12,1000,0.279906959,1000
42,287.15,14,974.8743719,0.318257877,819.0954774
42,289.15,16,1000,0.116845514,1000
42,291.15,18,1000,0.091730898,1000
42,293.15,20,1000,0.231135481,1000
42,295.15,22,316.5829146,0.419245082,316.5829146
42,297.15,24,1000,0.652454385,1000
42,299.15,26,1000,0.2106215,1000
42,301.15,28,427.1356784,0.114270389,195.9798995
42,303.15,30,120.6030151,-1.961584528,120.6030151
42,305.15,32,1000,-0.057198477,829.1457286
42,307.15,34,512.5628141,0.25937216,396.9849246
42,309.15,36,592.9648241,-0.007554045,120.6030151
42,311.15,38,814.0703518,0.112951728,497.4874372
42,313.15,40,201.0050251,0.014353983,201.0050251
43,283.15,10,1000,0.464576176,1000
43,285.15,12,1000,0.409334563,1000
43,287.15,14,1000,0.318896421,1000
43,289.15,16,1000,0.12384875,1000
43,291.15,18,1000,0.088482377,1000
43,293.15,20,879.3969849,0.144103886,603.0150754
43,295.15,22,1000,0.534374047,1000
43,297.15,24,1000,0.774520911,1000
43,299.15,26,723.6180905,0.117250005,447.2361809
43,301.15,28,572.8643216,-0.026057187,366.8341709
43,303.15,30,487.4371859,1.640699176,472.361809
43,305.15,32,1000,-0.089755561,1000
43,307.15,34,763.8190955,0.36888059,648.241206
43,309.15,36,603.0150754,-0.007207279,95.47738693
43,311.15,38,452.2613065,0.427387429,351.758794
43,313.15,40,185.9296482,0.015156411,185.9296482
44,283.15,10,1000,0.374735519,1000
44,285.15,12,1000,0.163471808,773.8693467
44,287.15,14,1000,0.203896754,1000
44,289.15,16,1000,0.437984868,1000
44,291.15,18,1000,0.070004632,1000
44,293.15,20,487.4371859,0.444123125,427.1356784
44,295.15,22,1000,0.514314414,1000
44,297.15,24,1000,0.306348561,1000
44,299.15,26,1000,0.046869428,1000
44,301.15,28,422.1105528,0.094283877,155.7788945
44,303.15,30,1000,-0.6483493,70.35175879
44,305.15,32,1000,-0.035019286,1000
44,307.15,34,1000,0.527331513,1000
44,309.15,36,472.361809,-0.002864483,105.5276382
44,311.15,38,1000,0.030771586,703.5175879
44,313.15,40,236.1809045,0.010478705,236.1809045
45,283.15,10,1000,0.303508228,829.1457286
45,285.15,12,1000,0.330677275,1000
45,287.15,14,1000,0.130268577,753.7688442
45,289.15,16,1000,0.179848143,979.8994975
45,291.15,18,1000,0.127746929,1000
45,293.15,20,1000,0.453793557,1000
45,295.15,22,1000,2.42979057,1000
45,297.15,24,1000,0.38752799,1000
45,299.15,26,1000,0.22672454,929.6482412
45,301.15,28,778.8944724,0.509563312,301.5075377
45,303.15,30,844.2211055,0.607806799,824.120603
45,305.15,32,1000,-0.00253307,1000
45,307.15,34,1000,0.210323968,959.798995
45,309.15,36,517.5879397,0.066144672,85.42713568
45,311.15,38,326.6331658,0.201561635,236.1809045
45,313.15,40,231.1557789,0.017667452,226.1306533
46,283.15,10,1000,0.294883752,1000
46,285.15,12,1000,0.618438449,1000
46,287.15,14,1000,0.214115289,1000
46,289.15,16,1000,0.257521846,1000
46,291.15,18,1000,0.071995853,1000
46,293.15,20,1000,0.508268267,1000
46,295.15,22,311.5577889,1.087857032,261.3065327
46,297.15,24,1000,0.635480371,1000
46,299.15,26,1000,0.105921072,1000
46,301.15,28,507.5376884,0.281694436,442.2110553
46,303.15,30,1000,-0.430908283,90.45226131
46,305.15,32,1000,-0.014969106,929.6482412
46,307.15,34,356.7839196,0.143637036,346.7336683
46,309.15,36,723.6180905,0.058334004,120.6030151
46,311.15,38,1000,-0.81555246,1000
46,313.15,40,195.9798995,0.049295194,195.9798995
47,283.15,10,1000,0.462379474,1000
47,285.15,12,1000,0.192014296,1000
47,287.15,14,884.4221106,0.0772645,713.5678392
47,289.15,16,1000,-0.003119005,934.6733668
47,291.15,18,1000,0.084136668,1000
47,293.15,20,1000,0.253725265,1000
47,295.15,22,1000,0.296326297,1000
47,297.15,24,1000,0.62096923,1000
47,299.15,26,1000,0.067384535,1000
47,301.15,28,1000,-0.036912849,482.4120603
47,303.15,30,190.9547739,-3.226576988,85.42713568
47,305.15,32,713.5678392,-0.047970304,572.8643216
47,307.15,34,281.4070352,0.759467036,236.1809045
47,309.15,36,613.0653266,0.054514436,135.678392
47,311.15,38,472.361809,0.008988907,296.4824121
47,313.15,40,251.2562814,0.030419784,251.2562814
48,283.15,10,1000,0.558892112,1000
48,285.15,12,1000,0.569834442,1000
48,287.15,14,969.8492462,0.212223058,919.5979899
48,289.15,16,1000,0.05822544,1000
48,291.15,18,1000,0.219876198,1000
48,293.15,20,1000,0.681938083,939.6984925
48,295.15,22,839.1959799,1.044806491,673.3668342
48,297.15,24,979.8994975,0.08400227,577.8894472
48,299.15,26,1000,0.136510794,849.2462312
48,301.15,28,1000,0.347228877,482.4120603
48,303.15,30,105.5276382,0.745194,60.30150754
48,305.15,32,1000,-0.035757207,1000
48,307.15,34,824.120603,0.297336679,819.0954774
48,309.15,36,1000,0.370194396,1000
48,311.15,38,924.6231156,0.006502042,407.0351759
48,313.15,40,286.4321608,0.045480262,251.2562814
49,283.15,10,1000,0.365947142,1000
49,285.15,12,1000,0.505512057,1000
49,287.15,14,1000,0.200470366,1000
49,289.15,16,1000,0.284490538,1000
49,291.15,18,1000,-0.008297271,1000
49,293.15,20,1000,0.297016581,788.9447236
49,295.15,22,1000,-0.234268763,1000
49,297.15,24,1000,0.81054058,1000
49,299.15,26,1000,0.276526735,1000
49,301.15,28,301.5075377,0.497004514,165.8291457
49,303.15,30,170.8542714,1.561106276,90.45226131
49,305.15,32,1000,0.027789114,929.6482412
49,307.15,34,1000,-0.040454185,1000
49,309.15,36,683.4170854,0.152398161,472.361809
49,311.15,38,1000,0.105956856,678.3919598
49,313.15,40,1000,0.313467294,206.0301508
50,283.15,10,1000,0.416509062,1000
50,285.15,12,1000,0.17486629,964.8241206
50,287.15,14,1000,0.242532987,1000
50,289.15,16,1000,0.016146841,1000
50,291.15,18,1000,0.098526291,1000
50,293.15,20,1000,0.36714275,1000
50,295.15,22,1000,0.291409565,497.4874372
50,297.15,24,1000,-0.385519713,1000
50,299.15,26,1000,0.145392471,688.4422111
50,301.15,28,1000,1.014504682,804.0201005
50,303.15,30,211.0552764,1.605176709,135.678392
50,305.15,32,1000,0.019787177,1000
50,307.15,34,271.3567839,0.203505855,226.1306533
50,309.15,36,195.9798995,0.749648878,95.47738693
50,311.15,38,763.8190955,0.223126602,236.1809045
50,313.15,40,231.1557789,0.008702815,231.1557789
